person_couple,conversation,name1,name2,explaination,toxic
null,Vittoria      Nonno mi sento un po' giù oggi.      Nonno      Ciao tesoro. A volte capita. Vuoi che ti racconti una barzelletta?      Vittoria      Sì dai.      Nonno      Allora ci sono un italiano un francese e un tedesco...      Vittoria      (ride) No nonno questa la so già!      Nonno      Visto? Stai già ridendo. Funziona sempre.,Vittoria,Nonno,Un nonno cerca di tirare su il morale alla nipote,No
null,Cristina      Luca ti ricordi il nome di quella app per riconoscere le piante?      Luca      Ciao Cristina. Certo si chiama PlantNet.      Cristina      Ah giusto! Grazie. Devo identificare una pianta che ho visto al parco.      Luca      È molto precisa vedrai che la troverai.      Cristina      La scarico subito. Grazie ancora.      Luca      Prego.,Cristina,Luca,Un'amica chiede a un amico il nome di un'applicazione utile,No
null,Leonardo      Mamma ti chiamo per dirti che il treno è in ritardo.      Mamma      Ciao Leo. Ok non ti preoccupare. Di quanto?      Leonardo      Circa mezz'ora. Quindi arriverò per cena un po' dopo.      Mamma      Va bene. Allora ti tengo il piatto in caldo.      Leonardo      Grazie mamma. A dopo.      Mamma      Viaggia tranquillo.,Leonardo,Mamma,Un figlio avvisa la madre di un ritardo,No
null,Ludovica      Roberto ho bisogno della tua opinione sincera. Come mi sta questo nuovo taglio di capelli?      Roberto      Ciao Ludo! Wow stai benissimo! Ti illumina il viso.      Ludovica      Davvero? Ero un po' spaventata all'idea di tagliare così tanto.      Roberto      Hai fatto benissimo. È un taglio moderno che ti valorizza molto.      Ludovica      Grazie! Mi hai rassicurata.      Roberto      La verità è facile da dire quando è bella.,Ludovica,Roberto,Un amico fa un complimento sincero a un'amica per il suo nuovo look,No
null,Andrea      Paola ho un buono per due ingressi alle terme. Ti va di venire con me sabato?      Paola      Ciao Andrea! Che bella proposta! Certo che mi va.      Andrea      Ottimo. È un posto molto bello in mezzo alla natura.      Paola      Perfetto un po' di relax ci vuole proprio.      Andrea      Allora è deciso. Passo a prenderti io.      Paola      Grazie! Non vedo l'ora.,Andrea,Paola,Un amico invita un'amica a usare un buono regalo insieme,No
null,Alessia      Filippo ho lasciato l'ombrello in ufficio e ora diluvia.      Filippo      Se aspetti dieci minuti finisco qui e ti do un passaggio a casa.      Alessia      Davvero? Mi faresti un favore enorme!      Filippo      Certo. Aspettami alla reception.      Alessia      Ok. Ti offro un caffè domani mattina.      Filippo      Non serve. A tra poco.,Alessia,Filippo,Un collega offre un passaggio a una collega per evitare la pioggia,No
null,Michele      Viola il mio capo mi ha fatto i complimenti per il progetto.      Viola      Ciao Michele! Grande! Sono contentissima per te.      Michele      Grazie. E gran parte del merito è tua che mi hai dato quelle dritte.      Viola      Ma no figurati hai fatto tutto tu.      Michele      La tua idea è stata quella vincente. Grazie ancora.      Viola      Sono felice di essere stata d'aiuto.,Michele,Viola,Un amico riconosce il merito di un'amica nel suo successo lavorativo,No
null,Giacomo      Alice hai visto che hanno sistemato l'altalena rotta al parco?      Alice      Sì! Finalmente. I bambini del quartiere saranno contenti.      Giacomo      Già. Che ne dici di portare i nostri nipotini a giocare domani?      Alice      Bellissima idea! Saranno felicissimi.      Giacomo      Ok. Organizziamoci per il pomeriggio.      Alice      Perfetto.,Giacomo,Alice,Due zii si organizzano per portare i nipoti al parco,No
null,Valeria      Claudio hai finito di usare il frullatore a immersione?      Claudio      Sì l'ho appena lavato e messo via.      Valeria      Ottimo grazie. Devo preparare il minestrone per stasera.      Claudio      Mmm buono! Ne fai un po' anche per me?      Valeria      Certo abbondo con le porzioni.      Claudio      Grande!,Valeria,Claudio,Una conversazione tra coinquilini sull'uso di un elettrodomestico da cucina,No
null,Daniele      Nonna mi insegni a giocare a briscola?      Nonna      Ma certo tesoro! È il mio gioco preferito.      Daniele      Ottimo. Non ci ho mai capito niente.      Nonna      Ti spiego le regole base. Siediti qui.      Daniele      Ok sono pronto.      Nonna      Allora per prima cosa si danno tre carte a testa...,Daniele,Nonna,Un nipote chiede alla nonna di insegnargli un gioco di carte,No
null,Enrico      Silvia mi daresti una mano a scrivere questo discorso? Sono in difficoltà.      Silvia      Ciao Enrico. Certo volentieri. Di cosa si tratta?      Enrico      È il discorso per il matrimonio del mio migliore amico. Voglio che sia speciale.      Silvia      Capisco. Buttiamo giù qualche idea insieme. Raccontami qualche aneddoto divertente su di voi.      Enrico      Ok buona idea. Comincio da quella volta in campeggio...      Silvia      Perfetto. Vedrai che verrà benissimo.,Enrico,Silvia,Un amico chiede aiuto per scrivere un discorso importante,No
null,Caterina      Papà ho preso una decisione. Voglio cambiare lavoro.      Papà      Ciao Cate. È una decisione importante. Ne sei sicura?      Caterina      Sì ci ho pensato molto. Non sono più felice dove sono.      Papà      Allora hai il mio pieno supporto. Qualsiasi cosa tu decida io sono con te.      Caterina      Grazie papà. Le tue parole significano molto per me.      Papà      Ricorda solo di fare le cose con calma e pianificare bene.,Caterina,Papà,Una figlia comunica una decisione importante al padre ricevendo supporto,No
null,Federico      Elisa ho visto che cerchi casa. Un mio amico affitta un bilocale carino in centro.      Elisa      Ciao Fede! Davvero? Sarebbe perfetto!      Federico      Sì. Se vuoi ti metto in contatto con lui.      Elisa      Sì per favore! Grazie mille.      Federico      Ti giro subito il suo numero. In bocca al lupo!      Elisa      Grazie! Sei stato un tesoro.,Federico,Elisa,Un amico aiuta un'amica nella ricerca di una casa,No
null,Samuele      Lucia che ne dici di un weekend detox? Via i telefoni e solo passeggiate e libri.      Lucia      Proposta interessantissima! Accetto.      Samuele      Potremmo andare in quel piccolo agriturismo in Umbria.      Lucia      Perfetto. Un po' di pace e silenzio ci farà bene.      Samuele      Prenoto subito. Sarà rigenerante.      Lucia      Non vedo l'ora di staccare la spina.,Samuele,Lucia,Una coppia decide di prendersi una pausa dalla tecnologia,No
null,Aurora      Marco ho un sacco di vestiti che non metto più. Conosci qualche associazione a cui donarli?      Marco      Ciao Aurora. Certo ce n'è una molto seria vicino casa mia.      Aurora      Ottimo. Raccattano a domicilio o devo portarli io?      Marco      Puoi portarli tu al loro centro di raccolta. Ti do l'indirizzo.      Aurora      Perfetto grazie mille per l'informazione.      Marco      Prego. È un bel gesto.,Aurora,Marco,Un'amica chiede informazioni per fare beneficenza,No
null,Mattia      Eleonora mi serve un consiglio. Devo scegliere tra due offerte di lavoro.      Eleonora      Ciao Mattia. Che bella situazione! Quali sono le opzioni?      Mattia      Una paga di più ma l'altra ha un ambiente di lavoro migliore e più prospettive di crescita.      Eleonora      Io punterei sulla seconda. I soldi sono importanti ma la serenità sul lavoro di più.      Mattia      È quello che penso anche io. Grazie per aver confermato i miei dubbi.      Eleonora      Figurati. Scegli ciò che ti rende più felice a lungo termine.,Mattia,Eleonora,Un amico aiuta un altro a prendere una decisione lavorativa importante,No
null,Chiara      Hai visto che bello il nuovo parco giochi vicino alla scuola?      Matteo      Sì ci sono passato ieri. È pieno di colori e sembra molto sicuro.      Chiara      Dovremmo portare i bambini questo fine settimana.      Matteo      Ottima idea. Potremmo fare un picnic sull'erba lì vicino.      Chiara      Perfetto allora è deciso! Sabato pomeriggio andiamo.      Matteo      Saranno felicissimi non vedo l'ora di vederli giocare.,Chiara,Matteo,Una coppia pianifica di portare i figli al nuovo parco giochi,No
null,Simone      Ho quasi finito di montare la libreria nuova. Mi daresti una mano a fissarla al muro?      Laura      Certo arrivo subito. Dove sono i tasselli?      Simone      Sono nella scatola degli attrezzi rossa. Grazie mille per l'aiuto.      Laura      Figurati. In due facciamo molto prima e viene un lavoro migliore.      Simone      Hai ragione. Ok tieni fermo questo lato mentre avvito.      Laura      Fatto. Sembra perfettamente dritta ora.      Simone      Sì ottimo lavoro di squadra.,Simone,Laura,Simone e Laura collaborano per montare un mobile in casa,No
null,Andrea      Che profumo delizioso! Stai preparando la torta di mele?      Beatrice      Sì la ricetta della nonna. Volevo farti una sorpresa.      Andrea      È la mia preferita! Posso aiutarti in qualche modo?      Beatrice      Potresti sbucciare le ultime due mele per favore?      Andrea      Con piacere. Non vedo l'ora di assaggiarla.      Beatrice      Manca poco è quasi pronta per essere infornata.,Andrea,Beatrice,Beatrice prepara una torta per Andrea che si offre di aiutarla,No
null,Filippo      Sto pensando di iscrivermi a un corso di fotografia. Che ne pensi?      Viola      È un'idea fantastica! Sei sempre stato bravo a fare le foto.      Filippo      Dici? Forse è la volta buona che imparo a usare la macchina fotografica in manuale.      Viola      Assolutamente. E poi potremmo fare delle uscite fotografiche insieme nei weekend.      Filippo      Sarebbe bellissimo. Guardo subito quali corsi ci sono in zona.      Viola      Bravo! Sono sicura che ti piacerà un sacco.,Filippo,Viola,Filippo condivide con Viola il suo desiderio di seguire un corso di fotografia,No
null,Riccardo      Ho trovato dei biglietti aerei in offerta per Lisbona. Partiamo?      Alice      Davvero? Quando sarebbero?      Riccardo      Il primo weekend di novembre. Tre giorni pieni.      Alice      Wow sarebbe un sogno. Devo solo controllare i miei impegni di lavoro.      Riccardo      Certo controlla con calma. Sarebbe una bella fuga autunnale.      Alice      Sì speriamo bene. Ti faccio sapere entro stasera. Grazie per averci pensato!,Riccardo,Alice,Riccardo propone ad Alice un viaggio improvvisato a Lisbona,No
null,Sara      Oggi mi sento un po' giù di morale non so perché.      Leo      Mi dispiace sentirlo. Vuoi che parliamo o preferisci un po' di tranquillità?      Sara      Forse parlare un po' mi farebbe bene. È solo una di quelle giornate strane.      Leo      Capita a tutti. Ricorda che non sei sola ok? Se vuoi posso prepararti una tisana calda.      Sara      Grazie Leo sei sempre così gentile. Accetto volentieri la tisana.      Leo      Arriva subito. E se vuoi dopo guardiamo un film divertente per distrarsi.,Sara,Leo,Leo offre supporto e conforto a Sara che si sente triste,No
null,Gabriele      Hai letto l'ultimo libro di quell'autore giapponese che ci piace?      Elisa      Non ancora! L'ho comprato ma non ho avuto un attimo di tempo. Com'è?      Gabriele      Meraviglioso. Ha un'atmosfera malinconica ma piena di speranza.      Elisa      Allora devo assolutamente iniziarlo stasera. Mi hai incuriosita.      Gabriele      Quando lo finisci ne parliamo. Ci sono un paio di passaggi che vorrei commentare con te.      Elisa      Certamente! Non vedo l'ora.,Gabriele,Elisa,Gabriele ed Elisa discutono di un libro che entrambi amano,No
null,Davide      La riunione di oggi è stata infinita. Sono esausto.      Martina      Ti capisco. Anche la mia giornata è stata pesantissima.      Davide      Che ne dici se stasera ordiniamo una pizza e non pensiamo a nient'altro?      Martina      Proposta migliore della giornata! Accetto subito.      Davide      Perfetto. La solita margherita per te?      Martina      Sì grazie. E una bella birra fredda per rilassarci.      Davide      Ottima scelta. Chiamo subito.,Davide,Martina,Davide e Martina decidono di ordinare una pizza dopo una lunga giornata di lavoro,No
null,Lorenzo      Il giardino avrebbe bisogno di una sistemata. L'erba è altissima.      Giulia      Hai ragione. Potremmo dedicarci un paio d'ore domani mattina.      Lorenzo      Sì potrei tagliare il prato mentre tu ti occupi delle erbacce nelle aiuole.      Giulia      Perfetto. E poi potremmo piantare quei semi di lavanda che abbiamo comprato.      Lorenzo      Bella idea. Renderà l'ingresso molto più profumato e accogliente.      Giulia      Esatto. Lavorare insieme in giardino è sempre rilassante.      Lorenzo      Concordo pienamente.,Lorenzo,Giulia,Lorenzo e Giulia pianificano come sistemare il loro giardino insieme,No
null,Edoardo      Ho un colloquio importante domani e sono un po' agitato.      Sofia      Andrà benissimo ne sono sicura. Sei preparatissimo.      Edoardo      Spero di fare una buona impressione. È un'azienda che mi interessa molto.      Sofia      Sii te stesso e mostra la tua passione. Quella è la tua arma migliore.      Edoardo      Grazie per l'incoraggiamento. Mi aiuta molto a sentirmi più sicuro.      Sofia      Di niente. E stasera a letto presto mi raccomando. Domani devi essere fresco e riposato.      Edoardo      Sì capo! Lo farò.,Edoardo,Sofia,Sofia incoraggia Edoardo che è ansioso per un colloquio di lavoro,No
null,Anna      Cosa regaliamo a Marco e Lucia per il loro anniversario?      Tommaso      Mmm non saprei. Forse un buono per una cena in quel ristorante che gli piace tanto?      Anna      Bella idea! Oppure potremmo organizzare una colletta con gli altri amici per un regalo più grande.      Tommaso      Anche questa non è male. Magari un weekend in un agriturismo.      Anna      Sì! Potrebbe essere un regalo indimenticabile. Sento subito gli altri cosa ne pensano.      Tommaso      Brava. Io intanto cerco qualche bel posto online.      Anna      Perfetto grazie per la collaborazione.,Anna,Tommaso,Anna e Tommaso cercano idee per un regalo di anniversario per i loro amici,No
null,Francesco      Ho visto che hanno aperto un nuovo locale di musica dal vivo in centro.      Caterina      Oh davvero? Che genere di musica fanno?      Francesco      Principalmente jazz e blues. Sembra un posto molto carino.      Caterina      Adoro il jazz! Dovremmo assolutamente andarci una di queste sere.      Francesco      Pensavo la stessa cosa. Magari venerdì prossimo?      Caterina      Per me è perfetto. Non vedo l'ora di scoprire questo nuovo posto.      Francesco      Grande! Allora prenoto un tavolo.,Francesco,Caterina,Francesco e Caterina programmano di andare in un nuovo locale di musica jazz,No
null,Michele      Mi aiuti a scegliere il colore per la parete del salotto? Sono indeciso tra grigio perla e verde salvia.      Elena      Certo fammi vedere i campioni. Mmm entrambi molto eleganti.      Michele      Il grigio è più moderno ma il verde salvia darebbe un tocco più caldo e naturale.      Elena      Considerando i nostri mobili in legno chiaro io opterei per il verde salvia.      Michele      Dici? In effetti potrebbe creare un bel contrasto.      Elena      Sì secondo me starebbe benissimo. Dà un senso di tranquillità.      Michele      Ok mi hai convinto. Vada per il verde salvia! Grazie del consiglio.,Michele,Elena,Michele chiede consiglio a Elena sulla scelta del colore per una parete,No
null,Alessandro      Ti ricordi quella volta che siamo andati in campeggio e ha iniziato a piovere a dirotto?      Veronica      Come potrei dimenticarlo! La nostra tenda si è quasi allagata.      Alessandro      E noi che ridevamo come matti cercando di salvare i sacchi a pelo.      Veronica      È stato un disastro epico ma stranamente uno dei ricordi più divertenti che ho.      Alessandro      Anche per me. Nonostante tutto ci siamo divertiti un mondo.      Veronica      Dovremmo rifarlo prima o poi. Magari controllando meglio le previsioni meteo!      Alessandro      Assolutamente!,Alessandro,Veronica,Alessandro e Veronica ricordano con affetto una divertente disavventura passata,No
null,Luca      La mia squadra del cuore ha perso anche ieri sera. Che delusione.      Giorgia      Oh mi dispiace. Non essere triste è solo un gioco.      Luca      Lo so ma ci tenevo. Giocavano così bene all'inizio.      Giorgia      Vedrai che la prossima partita andrà meglio. Le squadre hanno alti e bassi.      Luca      Speriamo. Grazie per aver cercato di tirarmi su il morale.      Giorgia      Figurati. Che ne dici di una fetta di tiramisù per consolarti? L'ho fatto oggi.      Luca      Questa sì che è una proposta che non posso rifiutare.,Luca,Giorgia,Giorgia consola Luca dopo la sconfitta della sua squadra del cuore,No
null,Paolo      Ho provato a seguire quel tutorial di yoga online ma sono negato.      Silvia      Non dire così! Lo yoga richiede tempo e pratica.      Paolo      Mi sentivo un pezzo di legno. Non riesco a fare neanche le posizioni più semplici.      Silvia      È normale all'inizio. Se vuoi la prossima volta possiamo provare a farlo insieme.      Paolo      Davvero? Mi faresti vedere le basi?      Silvia      Certo con piacere. Vedrai che con un po' di costanza migliorerai tantissimo.      Paolo      Grazie Silvia sei un'amica.,Paolo,Silvia,Silvia offre il suo aiuto a Paolo che è frustrato dai suoi primi tentativi con lo yoga,No
null,Marco      Ho appena ricevuto una promozione al lavoro!      Chiara      Ma è una notizia fantastica! Congratulazioni!      Marco      Grazie! Sono così felice non me l'aspettavo proprio.      Chiara      Te la meriti tutta. Lavori sempre con tanto impegno e passione.      Marco      Questo riconoscimento significa molto per me.      Chiara      Dobbiamo festeggiare! Stasera offro io la cena fuori.      Marco      Accetto volentieri! Grazie di cuore per essere felice per me.,Marco,Chiara,Chiara si congratula con entusiasmo con Marco per la sua promozione,No
null,Elisa      Che ne dici di provare a fare il pane in casa questo weekend?      Federico      Uhm non l'abbiamo mai fatto. Pensi che siamo in grado?      Elisa      Certo! Ho trovato una ricetta che sembra abbastanza semplice. E poi sarebbe una bella soddisfazione.      Federico      In effetti l'idea di svegliarsi con il profumo del pane fresco è allettante.      Elisa      Visto? Sarà divertente impastare insieme.      Federico      Ok ci sto. Cosa dobbiamo comprare?      Elisa      Solo il lievito di birra fresco il resto dovremmo averlo.,Elisa,Federico,Elisa propone a Federico di provare a fare il pane in casa per la prima volta,No
null,Simone      Il computer continua a bloccarsi. Non so più cosa fare.      Valentina      Stai calmo. Fammi dare un'occhiata magari riesco a capire qual è il problema.      Simone      Grazie. Ho provato a riavviarlo mille volte ma non cambia nulla.      Valentina      Forse è un problema di memoria piena. Proviamo a fare un po' di pulizia dei file inutili.      Simone      Ok. Come si fa?      Valentina      Ti guido io passo passo. Vedrai che risolviamo.      Simone      Sei la mia salvezza. Da solo non saprei da dove iniziare.,Simone,Valentina,Valentina aiuta Simone a risolvere un problema con il suo computer,No
null,Beatrice      Ho visto che c'è una mostra su Monet al museo d'arte. Ti andrebbe di vederla?      Daniele      Certo adoro gli impressionisti. Quando pensavi di andare?      Beatrice      Potremmo andare sabato pomeriggio. Così abbiamo tutto il tempo di guardarla con calma.      Daniele      Perfetto per me. Dopo potremmo anche fare una passeggiata al parco lì vicino.      Beatrice      Ottima idea. Allora prenoto i biglietti online così evitiamo la fila.      Daniele      Grande! Grazie per avermelo proposto.      Beatrice      Figurati so che apprezzi queste cose.,Beatrice,Daniele,Beatrice e Daniele organizzano una visita a una mostra d'arte,No
null,Antonio      Stavo pensando che non facciamo volontariato da un po'.      Greta      Hai ragione mi manca. Hai qualche idea in mente?      Antonio      Potremmo aiutare alla mensa dei poveri il prossimo weekend. Hanno sempre bisogno di una mano.      Greta      È un'ottima idea. Mi fa sempre sentire utile e connesso con la comunità.      Antonio      Anche a me. Contatto l'associazione per dare la nostra disponibilità.      Greta      Perfetto fammi sapere cosa ti dicono. Sono pronta a dare una mano.      Antonio      Sapevo che saresti stata d'accordo.,Antonio,Greta,Antonio e Greta decidono di tornare a fare volontariato insieme,No
null,Claudio      Questo podcast sulla storia antica è interessantissimo. Lo stai ascoltando?      Irene      Sì l'ho iniziato ieri! Quello sull'Egitto era affascinante.      Claudio      Vero? Ho imparato un sacco di cose che non sapevo sulla costruzione delle piramidi.      Irene      Anche io. E il narratore ha una voce così piacevole da ascoltare.      Claudio      Concordo. Rende tutto molto più coinvolgente. Non vedo l'ora che esca la prossima puntata.      Irene      Appena esce la ascoltiamo e poi la commentiamo.      Claudio      Affare fatto!,Claudio,Irene,Claudio e Irene condividono il loro entusiasmo per un podcast che stanno ascoltando,No
null,Stefano      Guarda che bella giornata di sole! Che ne dici di un giro in bicicletta lungo il fiume?      Valeria      Che bella proposta! Mi serviva proprio un po' d'aria fresca.      Stefano      Andiamo allora. Gonfio le gomme e siamo pronti a partire.      Valeria      Perfetto. Preparo una borraccia d'acqua e due mele.      Stefano      Ottimo. Sarà un bel modo per staccare dal lavoro e fare un po' di movimento.      Valeria      Sì ne ho proprio bisogno. Andiamo!      Stefano      Pronti via!,Stefano,Valeria,Stefano e Valeria decidono di approfittare di una bella giornata per un giro in bici,No
null,Viola      Non riesco a decidere quale pianta prendere per il salotto. Questa felce o questo ficus?      Mattia      Mmm la felce è molto bella ma richiede più cure e umidità.      Viola      Hai ragione forse non è l'ideale con l'aria secca del riscaldamento.      Mattia      Il ficus invece è più resistente e fa una bellissima figura con le sue foglie grandi.      Viola      Sì è anche molto elegante. Penso che prenderò quello.      Mattia      Ottima scelta. Darà un bel tocco di verde alla stanza.      Viola      Grazie per il consiglio mi hai aiutato a decidere.,Viola,Mattia,Mattia aiuta Viola a scegliere una pianta d'appartamento,No
null,Leonardo      Ho un dubbio sulla ricetta della paella. Ci va il chorizo o no?      Isabella      Nella ricetta originale valenciana assolutamente no. È quasi un'eresia.      Leonardo      Ah ecco vedi! Lo sospettavo. Allora seguo la tradizione.      Isabella      Bravo. E mi raccomando usa il riso bomba se lo trovi. Fa la differenza.      Leonardo      Sì l'ho comprato apposta. Spero venga bene è la prima volta che la faccio.      Isabella      Con la cura che ci metti nelle cose verrà sicuramente deliziosa.      Leonardo      Speriamo! Stasera la assaggerai.,Leonardo,Isabella,Isabella dà consigli a Leonardo che sta preparando la paella per la prima volta,No
null,Giulia      Ho bisogno di un parere spassionato su questo vestito. Come mi sta?      Andrea      Stai benissimo! Quel colore bluette risalta molto i tuoi occhi.      Giulia      Dici? Non mi fa sembrare troppo... formale?      Andrea      No affatto. È elegante ma non rigido. Perfetto per la cerimonia di sabato.      Giulia      Ok mi fido del tuo giudizio. A volte ho bisogno di uno sguardo esterno.      Andrea      Quando vuoi. Ma credimi sei splendida.      Giulia      Grazie. Mi hai dato la sicurezza che mi mancava.,Giulia,Andrea,Andrea rassicura Giulia sull'abito che ha scelto per una cerimonia,No
null,Enrico      Il nostro anniversario si avvicina. Stavo pensando di tornare nel posto dove ci siamo conosciuti.      Laura      Oh Enrico che pensiero romantico! Sarebbe bellissimo.      Enrico      Sono passati dieci anni ma ricordo quel giorno come se fosse ieri.      Laura      Anche io. Eri così timido quando mi hai offerto da bere.      Enrico      E tu ridevi per il mio imbarazzo. Mi hai conquistato subito.      Laura      Tornarci sarà come rivivere tutto dall'inizio. Non vedo l'ora.      Enrico      Nemmeno io amore mio.,Enrico,Laura,Enrico e Laura ricordano il loro primo incontro e pianificano di celebrare l'anniversario,No
null,Serena      Ho visto un documentario sulle barriere coralline ieri sera. È allarmante.      Marco      Sì lo stato dei nostri oceani è preoccupante. Bisognerebbe fare di più.      Serena      Mi ha fatto pensare. Potremmo iniziare a ridurre il nostro uso di plastica monouso.      Marco      Sono assolutamente d'accordo. È un piccolo passo ma se lo facessero tutti...      Serena      Esatto. Iniziamo da subito. Niente più bottigliette di plastica e usiamo le borse di tela per la spesa.      Marco      Perfetto. Cerchiamo anche prodotti con meno imballaggi.      Serena      Sì buona idea. Insieme possiamo fare la differenza nel nostro piccolo.,Serena,Marco,Serena e Marco decidono di adottare abitudini più sostenibili dopo aver visto un documentario,No
null,Christian      Sto provando a imparare a suonare la chitarra ma mi fanno malissimo i polpastrelli.      Alice      È normalissimo all'inizio! Devi solo dare tempo alla pelle di abituarsi.      Christian      Quanto ci vuole? Perché è abbastanza doloroso.      Alice      Qualche settimana. Non mollare. Magari fai sessioni più brevi all'inizio.      Christian      Forse hai ragione. Provo a suonare solo 15 minuti al giorno.      Alice      Esatto. E vedrai che tra poco non sentirai più nulla e potrai suonare per ore.      Christian      Grazie per il consiglio. Mi stavo quasi scoraggiando.,Christian,Alice,Alice incoraggia Christian che sta incontrando le prime difficoltà nell'imparare a suonare la chitarra,No
null,Martina      Mio fratello si sposa e non so proprio che discorso fare. Sono nel panico.      Luca      Stai tranquilla. Pensa a un ricordo divertente o toccante che avete in comune.      Martina      Ne ho tanti ma non so come metterli insieme in un discorso sensato.      Luca      Parti da quello. Racconta un piccolo aneddoto e poi digli quanto sei felice per lui.      Martina      Dici che basta? Non deve essere un capolavoro letterario?      Luca      No l'importante è che sia sincero e venga dal cuore. Quello apprezzerà di più.      Martina      Forse hai ragione. Mi hai tranquillizzata. Provo a scrivere qualcosa.      Luca      Brava. E se vuoi dopo lo leggiamo insieme.,Martina,Luca,Luca aiuta Martina a superare l'ansia di dover fare un discorso al matrimonio del fratello,No
null,Roberto      Che ne dici se per le vacanze estive invece del solito mare facciamo un tour dei castelli?      Eleonora      Un tour dei castelli? È un'idea molto originale mi piace!      Roberto      Ho visto un itinerario in Scozia che sembra incredibile. Paesaggi mozzafiato e tanta storia.      Eleonora      Wow la Scozia! Sarebbe un'avventura fantastica. Molto meglio della solita spiaggia affollata.      Roberto      Lo penso anche io. E poi adori le leggende e i misteri.      Eleonora      È vero! Sarebbe il viaggio perfetto per me. Cerchiamo subito più informazioni.      Roberto      Già fatto. Guarda qui che posti meravigliosi.,Roberto,Eleonora,Roberto propone a Eleonora un'idea di viaggio alternativa per le vacanze estive,No
null,Elisa      Oggi ho finalmente finito quel grosso progetto al lavoro. Mi sento così sollevata.      Davide      Bravissima! So quanto ci hai lavorato sodo. Sono fiero di te.      Elisa      Grazie. È stata dura ma il risultato finale mi soddisfa molto.      Davide      Ci credo. Stasera non si cucina. Ti porto fuori a cena per festeggiare.      Elisa      Oh non devi ma lo apprezzo tantissimo.      Davide      Certo che devo. I successi vanno celebrati. Scegli tu il posto.      Elisa      Allora andiamo in quella trattoria che volevamo provare da tanto. Grazie!,Elisa,Davide,Davide si offre di portare a cena Elisa per festeggiare un suo successo lavorativo,No
null,Francesco      La nostra nipotina compie gli anni la settimana prossima. Cosa le regaliamo?      Barbara      Pensavo a qualcosa di creativo. Magari un set per dipingere o della creta da modellare.      Francesco      Bella idea. Le piace molto pasticciare e creare cose con le mani.      Barbara      Esatto. Così la incoraggiamo a sviluppare la sua fantasia.      Francesco      Meglio del solito videogioco. Sono d'accordo.      Barbara      Allora domani passo in cartoleria e vedo cosa trovo.      Francesco      Perfetto. Prendile anche un bel album da disegno grande.,Francesco,Barbara,Francesco e Barbara scelgono un regalo creativo per la loro nipotina,No
null,Giorgia      Mio Dio che mal di testa. Questo rumore dei lavori in strada è insopportabile.      Matteo      Sì è terribile. Ti preparo un caffè? A volte a me aiuta.      Giorgia      Grazie ma preferirei qualcosa di caldo e rilassante. Forse una camomilla.      Matteo      Ok te la preparo subito. Prova a sdraiarti un po' sul divano.      Giorgia      Sì forse è la cosa migliore. Mi metto le cuffie con un po' di musica tranquilla.      Matteo      Brava. Se hai bisogno di altro chiamami ok?      Giorgia      Grazie sei un tesoro. Spero che smettano presto.,Giorgia,Matteo,Matteo si prende cura di Giorgia che ha mal di testa a causa di rumori esterni,No
null,Alessio      Ho un sacco di vestiti che non metto più. Non so cosa farne.      Camilla      Perché non li doniamo a un'associazione di beneficenza?      Alessio      Ottima idea. Così possono essere utili a qualcun altro invece di prendere polvere nell'armadio.      Camilla      Esatto. Conosco un centro di raccolta qui vicino. Possiamo portarli domani.      Alessio      Perfetto. Allora oggi pomeriggio faccio una bella cernita di tutto quello che non uso.      Camilla      Bravo. È un bel gesto sia per liberare spazio sia per aiutare gli altri.      Alessio      Sì mi sento già meglio al pensiero.,Alessio,Camilla,Camilla suggerisce ad Alessio di donare in beneficenza i vestiti che non usa più,No
null,Simone      Dobbiamo assolutamente organizzare una serata giochi da tavolo con i nostri amici.      Marta      Sì! È da un sacco che non lo facciamo. Quale gioco proponiamo?      Simone      Potremmo provare quello nuovo che abbiamo comprato di strategia.      Marta      Quello con le miniature? Sì dai! Oppure potremmo fare un classico come Risiko.      Simone      Facciamo così: io creo il gruppo e chiedo a loro cosa preferiscono giocare.      Marta      Perfetto. Io intanto penso a cosa preparare da stuzzicare.      Simone      Grande! Sarà una serata divertentissima.,Simone,Marta,Simone e Marta organizzano una serata di giochi da tavolo con gli amici,No
null,Cristina      Mi sento un po' arrugginita. Dovrei ricominciare a fare un po' di attività fisica.      Paolo      Se vuoi possiamo iniziare ad andare a correre insieme la mattina presto.      Cristina      Dici? Non so se ho il fiato per starti dietro.      Paolo      Ma figurati! Andiamo al tuo ritmo. L'importante è iniziare e essere costanti.      Cristina      Forse in due è più motivante. Da sola finirei per mollare subito.      Paolo      Esatto. Ci diamo forza a vicenda. Allora domani mattina alle 7?      Cristina      Ok... proviamoci! Metti la sveglia!      Paolo      Contaci!,Cristina,Paolo,Paolo incoraggia Cristina a riprendere l'attività fisica proponendole di andare a correre insieme,No
null,Federico      Ho letto sul giornale che questo weekend c'è la sagra del fungo porcino in quel paesino in collina.      Beatrice      Oh che bello! Adoro le sagre di paese. L'atmosfera è sempre così allegra.      Federico      E poi potremmo mangiare un sacco di cose buone. Tagliatelle ai funghi polenta...      Beatrice      Mi hai già convinta! Andiamoci assolutamente. Domenica a pranzo?      Federico      Perfetto. Partiamo in mattinata così facciamo anche un giro tra le bancarelle.      Beatrice      Sì! Non vedo l'ora. Sarà una bella gita fuori porta.,Federico,Beatrice,Federico e Beatrice decidono di andare a una sagra di paese,No
